Name,Address,Rating,Total Reviews,Latitude,Longitude,Place ID,Image File
Broadway - Pizza Bukhari,"Q3Q4+2R9, Plot 20-C Chota Khayaban-e-Bukhari, Saba Avenue, D.H.A Phase 6 Phase 6 Defence Housing Authority, Karachi",4.5,2444,24.7861888,67.0576182,ChIJUSDcX908sz4RsKdRly0CAbo,restaurant_images/ChIJUSDcX908sz4RsKdRly0CAbo.jpg
Junis Restaurant and Caf?,"1C, Sahil Commercial Street 6, D.H.A Phase 8, Defence Housing Authority, Phase 8 EXT, 8, Phase E-8, Karachi",4,377,24.7619381,67.0660167,ChIJo0gK814jsz4RFB4Yti6LEDg,restaurant_images/ChIJo0gK814jsz4RFB4Yti6LEDg.jpg
JaniferSpa,"front of cafe valintano, 6 Sahil Street 2, phase Defence Housing Authority, Karachi",,,24.7751284,67.054031,ChIJh2SVf8w9sz4RpcJXQ1NVkYc,restaurant_images/ChIJh2SVf8w9sz4RpcJXQ1NVkYc.jpg
Cafe al Medina Hotel,"plot 272, 38 Khayaban-e-Ghalib, D.H.A. Phase 8 Zone B Phase 8 Defence Housing Authority, Karachi",,,24.7705293,67.06693,ChIJfSd2LgA9sz4RZpbNejxvOu8,restaurant_images/ChIJfSd2LgA9sz4RZpbNejxvOu8.jpg
Clock Tower - The Food Bazaar,"Plot 3b Abdul Sattar Edhi Avenue, Karachi",4.2,10691,24.7783353,67.0541842,ChIJI-kfNYg9sz4R5UOz90gHBUc,restaurant_images/ChIJI-kfNYg9sz4R5UOz90gHBUc.jpg
Al Makkah hotel & fast food,"Shop 1, street 1, 6 Sea View Road, Phase Muslim Commercial Area Defence Housing Authority, Karachi",5,3,24.7794334,67.0545352,ChIJwZsWPgA9sz4RtKbyz9exL50,restaurant_images/ChIJwZsWPgA9sz4RtKbyz9exL50.jpg
k2k Cafe,"Plot # 55 C, Khayaban-e-Ittehad Road, 6 ?? ??? ?? ??? Muslim Commercial Area Phase 6 ????? ?????? ???????, ?????",3.8,29,24.7794699,67.0551091,ChIJEVkkots8sz4RFWe8fHt6UkI,restaurant_images/ChIJEVkkots8sz4RFWe8fHt6UkI.jpg
McDonald's - DHA Phase 8,"316, DHA Karachi Phase VIII Zone D Zone D Phase 8 Defence Housing Authority, Karachi",4.1,421,24.7596672,67.0723925,ChIJnV4zlNEjsz4RuWPqxTQU5-I,restaurant_images/ChIJnV4zlNEjsz4RuWPqxTQU5-I.jpg
Al Rehman Fast Food,"Q3J3+526, Sea View Road, D.H.A Phase 6 Phase 6 Defence Housing Authority, Karachi",4.4,9,24.7804112,67.0525212,ChIJ-Q-2JgA9sz4Rr4NzYsiuvsM,restaurant_images/ChIJ-Q-2JgA9sz4Rr4NzYsiuvsM.jpg
Norway Kitchen,"143 N Sahil Street 1, Muslim Commercial Area Phase 6 Defence Housing Authority, Karachi",4.6,13,24.780171,67.055141,ChIJa22qFQA9sz4RRu_B7upC8g0,restaurant_images/ChIJa22qFQA9sz4RRu_B7upC8g0.jpg
Lasani Food,"Sahil Street 1, Muslim Commercial Area Defence Housing Authority, Karachi",4.2,86,24.7802146,67.0552718,ChIJjyeznNs8sz4Rl0Y1oydfm-Y,restaurant_images/ChIJjyeznNs8sz4Rl0Y1oydfm-Y.jpg
Zaiqa Chai ????? ????,"Muslim Commercial Area, Sindh, d 45 Khayaban-e-Muslim, D.H.A Phase 6 Muslim Commercial Area Phase 6 Defence Housing Authority, Karachi",4.2,108,24.7805599,67.0554182,ChIJmVWDeNs8sz4Rd2-DVNAETi4,restaurant_images/ChIJmVWDeNs8sz4Rd2-DVNAETi4.jpg
Moonlight Snacks,"50-C, Street Number 1, Ground Floor Shop, Dha Phase 6, Muslim, Commercial Muslim Commercial Area Area, Karachi",4,4,24.7805829,67.0553899,ChIJC7RDFzw9sz4RC68dyyFwFMI,restaurant_images/ChIJC7RDFzw9sz4RC68dyyFwFMI.jpg
King Of The Pirates Cafe,"Q3J4+699, Street Number 4, D.H.A Phase 6 Muslim Commercial Area Phase 6 Defence Housing Authority, Karachi",4,1,24.7805262,67.056,ChIJjx2FTSw9sz4R10fQi0Pe-V8,restaurant_images/ChIJjx2FTSw9sz4R10fQi0Pe-V8.jpg
Lahori khabay,"Q3J4+696, Muslim Commercial Area Phase 6 Defence Housing Authority, Karachi",,,24.7805466,67.0559011,ChIJ4aYABwA9sz4RI8lUTQnrlM0,restaurant_images/ChIJ4aYABwA9sz4RI8lUTQnrlM0.jpg
50c South Beach Fry & Grill,"50c, D.H.A Phase 6 Muslim Commercial Area Phase 6 Defence Housing Authority, Karachi",4.4,10,24.7806244,67.0554991,ChIJT6o1xYo9sz4RsEklKRVeKTM,restaurant_images/ChIJT6o1xYo9sz4RsEklKRVeKTM.jpg
NO WONDER,"Shop No.1, Plot No, 48-C Street No. 1, D.H.A Phase 6 Muslim Commercial Area, Karachi",5,13,24.7806387,67.0554573,ChIJxS3HzGg9sz4RCgutp5-oKc8,restaurant_images/ChIJxS3HzGg9sz4RCgutp5-oKc8.jpg
The Trap,"Q3J4+66R, Nishant Lane 1, D.H.A Phase 6 Muslim Commercial Area Phase 6 Defence Housing Authority, Karachi",5,6,24.7806501,67.0554676,ChIJySCCpSA9sz4RNrlk7aYx5fs,restaurant_images/ChIJySCCpSA9sz4RNrlk7aYx5fs.jpg
Chai Wali,"Muslim Commercial Street 2, Muslim Commercial Area Phase 6 Defence Housing Authority, Karachi",4.5,24,24.7805666,67.0560346,ChIJ36Ac9Xk9sz4Rai3RiLifg58,restaurant_images/ChIJ36Ac9Xk9sz4Rai3RiLifg58.jpg
Kashmir food point,"No 1,Ground Floor Shop, 1 Muslim Commercial Street, Phase 6 Defence Housing Authority, Karachi",4.3,4,24.7807485,67.0554078,ChIJB8D2TAA9sz4ReWFh5Qgpjyk,restaurant_images/ChIJB8D2TAA9sz4ReWFh5Qgpjyk.jpg
Dxb Cafe & Restraunt,"Muslim Commercial Area Phase 6 Defence Housing Authority, Karachi",4,3,24.7807242,67.0556844,ChIJ5TrOuRY9sz4RqhnHc_80K0U,restaurant_images/ChIJ5TrOuRY9sz4RqhnHc_80K0U.jpg
Apna Cafe & Food Center,"plot no, 141 Muslim Commercial Street 1, D.H.A Phase 6 Muslim Commercial Area Phase 6 Defence Housing Authority, Karachi",4.3,4,24.7807387,67.0557051,ChIJP_lBYeRBsz4Rih4J8H8wDbw,restaurant_images/ChIJP_lBYeRBsz4Rih4J8H8wDbw.jpg
Sara's Kitchen,"Shop.2 , Building, 42-C Muslim Commercial Street 1, D.H.A Phase 6 Defence Housing Authority, Karachi",3,2,24.780744,67.0557032,ChIJmQ4KfQA9sz4R-d9my7oy8YI,restaurant_images/ChIJmQ4KfQA9sz4R-d9my7oy8YI.jpg
Crisp n Crunch,"Commercial, Muslim Street-2 37 Street Muslim, D.H.A Phase 6 Defence Housing Authority, Karachi",,,24.7806884,67.0560526,ChIJLaDBldY5sz4RTLsHrEJzRyA,restaurant_images/ChIJLaDBldY5sz4RTLsHrEJzRyA.jpg
New Lasani Biryani Center & Halwa Puri,"Shop 3, Building No, 37-C Muslim Commercial Street 2, D.H.A Phase 6 Defence Housing Authority, Karachi",4.7,12,24.7807011,67.056258,ChIJVywzHH49sz4RKvp6SmP3tFA,restaurant_images/ChIJVywzHH49sz4RKvp6SmP3tFA.jpg
Balochi Dumpukht Cuisine branch 2,"Q3J4+7GP, Karachi",4.5,17,24.7807224,67.0563174,ChIJxwWeYwA9sz4RtJPyeDJ92Uk,restaurant_images/ChIJxwWeYwA9sz4RtJPyeDJ92Uk.jpg
Crisp n Crunch,"Q3J4+8CW, 40-C, D.H.A Phase 6 Muslim Commercial Area Phase 6 Defence Housing Authority, Karachi",4,4,24.7807958,67.0561192,ChIJAx-BfQA9sz4RH6DUxed7CWw,restaurant_images/ChIJAx-BfQA9sz4RH6DUxed7CWw.jpg
Big Mouth,"23 C Street No 1 Muslim Commercial Phase 6, Karachi",2.6,10,24.7810412,67.0560884,ChIJjZF3OQA9sz4RMBbEV61vLLY,restaurant_images/ChIJjZF3OQA9sz4RMBbEV61vLLY.jpg
MEHFIL-e-ARBAB,"plot #E34, Shop #2 Sahil Street 1, D.H.A Phase 6 Muslim Commercial Area road, Karachi",5,3,24.7812642,67.0561432,ChIJk-t0tIc9sz4R8PXQ5JCHJqM,restaurant_images/ChIJk-t0tIc9sz4R8PXQ5JCHJqM.jpg
Khowsey 65,"Shop 33-D, near zaiqa chai and tri-fit, Khayaban-e-Muslim, street#1 Muslim Commercial Area, Karachi",4.3,12,24.7813166,67.0561094,ChIJKaOgvsM9sz4RLNxjmB9QMjI,restaurant_images/ChIJKaOgvsM9sz4RLNxjmB9QMjI.jpg
SoyMee,"shop number 13, ocean front, Coral Towers Karachi, Emaar phase 8, Karachi",4.7,13,24.7512874,67.0724413,ChIJL-fg3sgjsz4RHDz-xyaESFQ,restaurant_images/ChIJL-fg3sgjsz4RHDz-xyaESFQ.jpg
Sea Salt co,"Emaar - ocean front, Zone D Phase 8, Karachi",4,1302,24.751189,67.0726413,ChIJfbYFgVYjsz4RFtfDVc8lOnY,restaurant_images/ChIJfbYFgVYjsz4RFtfDVc8lOnY.jpg
Cafe Valentino,"Plot 7C, 6 Street 2, Phase Muslim Commercial Area Defence Housing Authority, Karachi",4.8,48,24.7820957,67.0575026,ChIJvwHl2_U9sz4R5li6pP-uU40,restaurant_images/ChIJvwHl2_U9sz4R5li6pP-uU40.jpg
Speakeasy Restaurant,"Emaar Pearl Tower Shop #6, On Promanade Walk, DHA Phase 8, Karachi",5,1,24.74904,67.0718667,ChIJAYiBO7wjsz4RTD8teAsCKRw,restaurant_images/ChIJAYiBO7wjsz4RTD8teAsCKRw.jpg
Romanzo,"Plot No.5C, Sea View Road, street No.1 Muslim Commercial Area, Karachi",4.5,217,24.7822522,67.0572874,ChIJOZdnPYA9sz4RwGnGagF9wbY,restaurant_images/ChIJOZdnPYA9sz4RwGnGagF9wbY.jpg
Chayology,"Shop 2 building, 3C Sahil Street 2, Muslim Commercial Area Phase 6 DHA karachi, Karachi",,,24.7822933,67.0572393,ChIJG8FVAnw9sz4Rj3vqKERjIOM,restaurant_images/ChIJG8FVAnw9sz4Rj3vqKERjIOM.jpg
BUNZO,"Q32F+WWR, Abdul Sattar Edhi Avenue, DHA Karachi Phase VIII Zone D Zone D Phase 8 Defence Housing Authority, Karachi",5,41,24.7523667,67.0747656,ChIJ_2ZyJQAjsz4RbQg1l7V2h3E,restaurant_images/ChIJ_2ZyJQAjsz4RbQg1l7V2h3E.jpg
Chaupal - Seaview,"Abdul Sattar Edhi Avenue, Karachi",3.9,2302,24.7848888,67.0484225,ChIJCe_NVY89sz4ROqtcGEWiO0Q,restaurant_images/ChIJCe_NVY89sz4ROqtcGEWiO0Q.jpg
The New York Pizza,"Ocean Towers, Khayaban-e-Iqbal, Karachi",4,97,24.7796495,67.06887,ChIJHfYWQrc9sz4RhxMrjC2M980,restaurant_images/ChIJHfYWQrc9sz4RhxMrjC2M980.jpg
Bloomsbury Restaurant,"C- 18 Saba Avenue, D.H.A Phase 6 Phase 6 Defence Housing Authority, Karachi",3.9,323,24.786206,67.0575925,ChIJgzFvRd08sz4RiZRWlns6-ws,restaurant_images/ChIJgzFvRd08sz4RiZRWlns6-ws.jpg
Hungry Habibi,"Shop No. 2, 14 C Khayaban-e-Bukhari, Karachi",4.4,1041,24.7866865,67.0576583,ChIJ-Ux0d7g9sz4R7dLeZmYZ134,restaurant_images/ChIJ-Ux0d7g9sz4R7dLeZmYZ134.jpg
Red Apple Bukhari,"Q3P5+J3H, Plot 14C, Street No.5, Khayaban-e-Bukhari Small, Bukhari Commercial Area Bukhari Commercial Area Phase 6 Defence Housing Authority, Karachi",4,1408,24.7867595,67.0575649,ChIJoww2WN08sz4RtTuIfpW97RQ,restaurant_images/ChIJoww2WN08sz4RtTuIfpW97RQ.jpg
Lahori Daata Restaurant (?????? ???? ???????? ),"Q3P5+M5W, Chota, Bukhari Commercial Area Phase 6 Defence Housing Authority, Karachi",4.7,3,24.7867315,67.0579582,ChIJTzoodAA9sz4Rh8mLJebRIR0,restaurant_images/ChIJTzoodAA9sz4Rh8mLJebRIR0.jpg
K Town Co.,"Building 4C, Chota Bukhari, Street # 5, D.H.A Phase 6 Bukhari Commercial Area Defence Housing Authority, Karachi",4.5,459,24.7871634,67.0569972,ChIJhQKoMl48sz4RNLUY18r8a-Y,restaurant_images/ChIJhQKoMl48sz4RNLUY18r8a-Y.jpg
Kababjees Restaurant - Do Darya,"Q34W+P9R, road, Zone C Phase 8, ?????",4.4,15152,24.7568555,67.0958814,ChIJo_gYg1gjsz4REdUO7eXHM9M,restaurant_images/ChIJo_gYg1gjsz4REdUO7eXHM9M.jpg
The New York Pizza,"Nueplex Cinamas The Place dha pahse 8 dha phase 8, 214a Khayaban-e-Shaheen, DHA Karachi Phase VIII Zone B Phase 8 Defence Housing Authority, Karachi",3.9,696,24.7794422,67.0897742,ChIJk4rTtQI9sz4Ro9p36DQodCs,restaurant_images/ChIJk4rTtQI9sz4Ro9p36DQodCs.jpg
Subway (Nueplex),"214-A Khayaban-e-Shaheen, Zone B Phase 8 Defence Housing Authority, Karachi",4.3,43,24.7795276,67.0895462,ChIJHYVj6qg8sz4RJ5gkRvjzCMU,restaurant_images/ChIJHYVj6qg8sz4RJ5gkRvjzCMU.jpg
Sajjad Restaurant,"Beach Avenue? Do Darya, Sea View Road, Zone C Phase 8 Defence Housing Authority, Karachi",4.1,8108,24.7532613,67.0900932,ChIJedjNyl4jsz4RUjQqhlzZbRs,restaurant_images/ChIJedjNyl4jsz4RUjQqhlzZbRs.jpg
Kolachi Restaurant,"Do Darya, Abdul Sattar Edhi Avenue, Karachi",4.5,27515,24.7567907,67.0950609,ChIJ43YJxhY9sz4R2sJIupecmMk,restaurant_images/ChIJ43YJxhY9sz4R2sJIupecmMk.jpg
PN Plot,"Abdul Sattar Edhi Avenue, Karachi",,,24.7562334,67.0948782,ChIJNRjID8Mlsz4RGADQkElu0Hc,restaurant_images/ChIJNRjID8Mlsz4RGADQkElu0Hc.jpg
Charcoal BBQ n Grill Restaurant,"Abdul Sattar Edhi Avenue, Zone C Phase 8 Defence Housing Authority, Karachi",4.1,3050,24.7554913,67.0937924,ChIJH7aAnFgjsz4R-qtu2wBtkX8,restaurant_images/ChIJH7aAnFgjsz4R-qtu2wBtkX8.jpg
Open Dining & Buffet Area,"Q4F2+PVR, Unnamed Road, DHA Karachi Phase VIII Zone B Zone B Phase 8 Defence Housing Authority, Karachi",4.4,19,24.7743706,67.1021526,ChIJmSJL1ng7sz4RGaJwZinYMvc,restaurant_images/ChIJmSJL1ng7sz4RGaJwZinYMvc.jpg
"Al Habib Restaurant, Do Darya","Do Darya, Abdul Sattar Edhi Avenue Road, Zone C Phase 8, ?????",4.2,1105,24.7516616,67.0886145,ChIJcwErsV4jsz4RxMsEqAiADKo,restaurant_images/ChIJcwErsV4jsz4RxMsEqAiADKo.jpg
KFC | Sea View,"Plot no DS-122 Abdul Sattar Edhi Avenue, Sea View Road, Phase 5 Ext Defence Housing Authority, Karachi",4.2,383,24.7519953,67.0865467,ChIJWZBdvXE9sz4Rj2D0ICDMudU,restaurant_images/ChIJWZBdvXE9sz4Rj2D0ICDMudU.jpg
HOTPOT Karachi,"The Place, Khayaban-e-Shaheen, Karachi",4,72,24.7792941,67.0898044,ChIJR8jFgow9sz4RMYuFNFJOr-I,restaurant_images/ChIJR8jFgow9sz4RMYuFNFJOr-I.jpg
Pathan,"The Place, Rooftop, D.H.A. Phase 8 Defence Housing Authority, Karachi",4.1,46,24.7793893,67.0897263,ChIJgXRXfQA9sz4Ra7TXYh89L6o,restaurant_images/ChIJgXRXfQA9sz4Ra7TXYh89L6o.jpg
KFC The Place Food Court,"Food Court, The Place, Khayaban-e-Shaheen, D.H.A. Phase 8 Zone B Phase 8 Defence Housing Authority, Karachi",3.8,61,24.7795314,67.0895538,ChIJpVfKmYM9sz4RVzU7WYjYeWM,restaurant_images/ChIJpVfKmYM9sz4RVzU7WYjYeWM.jpg
New Hazara Momin Bumbai Hotel ??? ????? ???? ????? ????,"Q3MP+8HJ, DHA Karachi Phase VIII Zone B Zone B Phase 8 Defence Housing Authority, Karachi",,,24.783325,67.0863859,ChIJNWpCDwA9sz4R8wwiEGs4Xhc,restaurant_images/ChIJNWpCDwA9sz4R8wwiEGs4Xhc.jpg
Das Numberi,"27 Zulfiqar Street 1, D.H.A. Phase 8 Zone B Phase 8 Defence Housing Authority, Karachi",4.3,4,24.7855724,67.0909755,ChIJXwOEQwA9sz4R4LZVOQ53dlU,restaurant_images/ChIJXwOEQwA9sz4R4LZVOQ53dlU.jpg
Yacht hive restaurant,"Q4JP+JQV, Paf Colony Korangi Creek, Karachi",3.7,9,24.7816076,67.1369181,ChIJtxgf0uw7sz4RsTzvcbB7H_Q,restaurant_images/ChIJtxgf0uw7sz4RsTzvcbB7H_Q.jpg
Shafi sea food,PAF Jetty,4.6,9,24.7850086,67.1403899,ChIJEyPdBwA7sz4Rva0_fc9rXLM,restaurant_images/ChIJEyPdBwA7sz4Rva0_fc9rXLM.jpg
Resturent,"Ibrahim Hyderi Ibrahim Hyderi, Karachi",2,2,24.7860182,67.1417955,ChIJZ4eaXFk7sz4RCcO37JBd3MM,restaurant_images/ChIJZ4eaXFk7sz4RCcO37JBd3MM.jpg
KHANSAMA,"RX97+J9Q, Bhitt Island, Karachi",5,4,24.8190875,66.9634844,ChIJKWliZQAXsz4R5KWkFdhkfD0,restaurant_images/ChIJKWliZQAXsz4R5KWkFdhkfD0.jpg
?????? ??? ?????? ???? ???? ??? ????????? Pakeeza Roll Point & Fastfood Restaurant,"RX97+M9H, Bhit island jetty, Bhitt Island, Karachi",5,2,24.8191851,66.9634865,ChIJu33vxkgXsz4RS2jI4dKyER4,restaurant_images/ChIJu33vxkgXsz4RS2jI4dKyER4.jpg
Malik umer hotel,Bhit Island,,,24.8192088,66.9637019,ChIJqb0zMQAXsz4RCnfwpSNrD4c,restaurant_images/ChIJqb0zMQAXsz4RCnfwpSNrD4c.jpg
ALLAH Badshah Hotel,"RX28+CG, Manora, Karachi",3.8,5,24.8010588,66.9661307,ChIJgRAyDAAXsz4R_JVo49SRFEc,restaurant_images/ChIJgRAyDAAXsz4R_JVo49SRFEc.jpg
Manora Sahil B.B.Q and Fastfood,"RX29+M2V, Manora, Karachi",4,4,24.8016779,66.9677404,ChIJJXhEB50Xsz4RVxunn-GWfJ8,restaurant_images/ChIJJXhEB50Xsz4RVxunn-GWfJ8.jpg
Shahzad chapli kabab,"RX29+J66, Manora, Karachi",5,1,24.8015323,66.9680272,ChIJgcEmpo0Xsz4RO4Dv_dv6beg,restaurant_images/ChIJgcEmpo0Xsz4RO4Dv_dv6beg.jpg
bolan biryani,"RX39+3HW, Manora, Karachi",4,6,24.8027472,66.968952,ChIJ7x2q8ScXsz4R9UMNtU-lD0c,restaurant_images/ChIJ7x2q8ScXsz4R9UMNtU-lD0c.jpg
Ghulam khan hotel manora,"Ketchi line near manora jetty, Karachi",4,5,24.8022529,66.9693553,ChIJPTCF24AXsz4RjkKpPlhJRs4,restaurant_images/ChIJPTCF24AXsz4RjkKpPlhJRs4.jpg
The wave,"QXXC+28J, Manora, Karachi",4.7,3,24.7975791,66.9707784,ChIJjXTofAAXsz4RWpSlgiJslF4,restaurant_images/ChIJjXTofAAXsz4RWpSlgiJslF4.jpg
Destination Beach Resort by Dreamworld,"Destination Beach Resort by Dreamworld, adjacent Varun Dev Temple, near Sandspit Beach, Karachi",4.2,850,24.7975882,66.9708642,ChIJDZdpRy8Xsz4RPQ6grwQMOLM,restaurant_images/ChIJDZdpRy8Xsz4RPQ6grwQMOLM.jpg
Manora Beach,"QXWC+WM6, Beach Access Way, Manora, Karachi",4.4,33,24.7974744,66.9711941,ChIJ284KX84Xsz4RRHr4y5OJw2Q,restaurant_images/ChIJ284KX84Xsz4RRHr4y5OJw2Q.jpg
Azeem Abassi Hotel,"QXXC+6W7, Manora Drive, Manora, Karachi",5,4,24.7980477,66.972282,ChIJ9Qyyq1AXsz4RES2wwowPPxI,restaurant_images/ChIJ9Qyyq1AXsz4RES2wwowPPxI.jpg
ZS Fast Food,"QXWC+WM4, Manora, Karachi",5,2,24.7974589,66.9718938,ChIJq3XxBAAXsz4RZp0XH5YwQZI,restaurant_images/ChIJq3XxBAAXsz4RZp0XH5YwQZI.jpg
Bismillah sea food,"RX9G+774, Port Of Karachi, Karachi",4.5,2,24.8182221,66.9756365,ChIJB6VpT4AXsz4Rkt51t8K4h9U,restaurant_images/ChIJB6VpT4AXsz4Rkt51t8K4h9U.jpg
Mashallah Fish And Bar B.Q.,"RX9G+775, Port Of Karachi, Karachi",4.2,344,24.8181374,66.9757239,ChIJOwhK-z8Wsz4RmFQPXoBauuY,restaurant_images/ChIJOwhK-z8Wsz4RmFQPXoBauuY.jpg
New Peshawari Hotel (Alam Niazi),"RX9G+886, Kemari fish street Kemari, Kemari - Manora Ferry, Port Of Karachi, Karachi",4.6,5,24.8182783,66.9757713,ChIJU2En6PsXsz4Rmg8fdzWub60,restaurant_images/ChIJU2En6PsXsz4Rmg8fdzWub60.jpg
Yasin and Brothers Fish Point,"RX9G+788, Unnamed Road, Port Of Karachi, Karachi",5,1,24.8181546,66.9758187,ChIJIfTNoeQXsz4RWaGxPr1XeHg,restaurant_images/ChIJIfTNoeQXsz4RWaGxPr1XeHg.jpg
Agha sea food,"Kemari, fish street, Kemari, Karachi",4.3,76,24.8183247,66.9757652,ChIJBf1MZKwXsz4RX96LI1-TRCE,restaurant_images/ChIJBf1MZKwXsz4RX96LI1-TRCE.jpg
????? ?????????Harbour Restaurant,"RX9G+88V, Mules Street, Karachi",2,1,24.8183744,66.9757824,ChIJ1bHc76AXsz4RDD36rcU8X9M,restaurant_images/ChIJ1bHc76AXsz4RDD36rcU8X9M.jpg
Pervaiz Khan Seafood,"RX9G+983, Port Of Karachi, Karachi",4.6,8,24.8183945,66.9758072,ChIJ48KO-z8Wsz4RINS8KkuXcbI,restaurant_images/ChIJ48KO-z8Wsz4RINS8KkuXcbI.jpg
Arabian Sea Food,"RX9G+98G, Mules Street, Karachi",5,4,24.8184347,66.9758233,ChIJ8R2AznQXsz4RUK5p9LJtp7k,restaurant_images/ChIJ8R2AznQXsz4RUK5p9LJtp7k.jpg
Niazi Fish Bar B Q,"W11-stop, Karachi",4.1,106,24.8185467,66.9758465,ChIJ9dTfpHQXsz4RcQIVrPVJdxQ,restaurant_images/ChIJ9dTfpHQXsz4RcQIVrPVJdxQ.jpg
Bangali Fish Maker,"RX9G+F8V, Port Of Karachi, Karachi",4.4,18,24.8187421,66.9757858,ChIJEyNJWBUWsz4RcfOa_fVGjuI,restaurant_images/ChIJEyNJWBUWsz4RcfOa_fVGjuI.jpg
Rashid Seafood,"East Wharf Keamari, Karachi",4.3,12419,24.8189435,66.9757143,ChIJVYEiq2oWsz4RJlOADiYJhEM,restaurant_images/ChIJVYEiq2oWsz4RJlOADiYJhEM.jpg
Keamari Sea Food,"Port Of Karachi, Karachi",4.4,980,24.8191209,66.9757669,ChIJnVzgNoMXsz4Rc1mTc93ZGu4,restaurant_images/ChIJnVzgNoMXsz4Rc1mTc93ZGu4.jpg
FOOD AND PARTY,"QXWF+P42, Karachi",3.5,2,24.796757,66.9727718,ChIJg3xSUM0Xsz4Rsr5ylB1WWLw,restaurant_images/ChIJg3xSUM0Xsz4Rsr5ylB1WWLw.jpg
Shaheen Sea Food,"QXWF+M4V, Manora, Karachi",3.7,3,24.7967461,66.972804,ChIJdXDPmmIXsz4RBiTDeOUqbdk,restaurant_images/ChIJdXDPmmIXsz4RBiTDeOUqbdk.jpg
Pizza wala,"MOQ-2 Napier Mole Road, East Wharf, Karachi",3.7,6,24.8199724,66.9760868,ChIJERbkidcXsz4RVnVclRXyabE,restaurant_images/ChIJERbkidcXsz4RVnVclRXyabE.jpg
Prown karachi seafood,"Mulies Mansion, Street Sultan center, Karachi",,,24.8193348,66.976414,ChIJIVv4tW4Xsz4RNxIKGuV-OtY,restaurant_images/ChIJIVv4tW4Xsz4RNxIKGuV-OtY.jpg
Foodies Dockyard,"RXJC+525, West Wharf, Karachi",3,3,24.831534,66.9694876,ChIJgfWsZgAXsz4R442zkiNmu3E,restaurant_images/ChIJgfWsZgAXsz4R442zkiNmu3E.jpg
Karachi Broast,"R268+QW4, Block 2 Clifton, Karachi",4.2,1236,24.8118804,67.0173389,ChIJOzCfiZk9sz4RLVSGhiJKOr8,restaurant_images/ChIJOzCfiZk9sz4RLVSGhiJKOr8.jpg
Del Frio,"plot number 7, Com3 Tower, com3 mall, Service Lane, Karachi",4.1,2880,24.8165817,67.0204827,ChIJ030dr8A9sz4RjMy6U_v7ClI,restaurant_images/ChIJ030dr8A9sz4RjMy6U_v7ClI.jpg
Irish Night,"Bunglow D, 151 Astrik Street, Block A Clifton, Karachi",4.1,569,24.8171125,67.0230563,ChIJR8AWe709sz4RkTpK6S-vE4Q,restaurant_images/ChIJR8AWe709sz4RkTpK6S-vE4Q.jpg
Pizza Deals in Karachi at Itzza Pitzza,"Shop 13, Block 5, Boatbasin, Block 5 Clifton, Karachi",3.9,77,24.8254785,67.0254429,ChIJj4ZBmLc9sz4RRvjDKjx0_Q0,restaurant_images/ChIJj4ZBmLc9sz4RRvjDKjx0_Q0.jpg
Pizza Crust,"Shop No 17, Bank Road, Block 5 Clifton, Karachi",3.8,364,24.8255012,67.0254565,ChIJa_U9nr89sz4RnAJ6iKdXEa0,restaurant_images/ChIJa_U9nr89sz4RnAJ6iKdXEa0.jpg
Bar BQ Tonight Clifton,"5/1, Boating Basin, Clifton, block-5 Block 5 Clifton, Karachi",4.3,24810,24.816051,67.0211821,ChIJfZw265c9sz4RCWTrG6kriHQ,restaurant_images/ChIJfZw265c9sz4RCWTrG6kriHQ.jpg
Afridi Night,"Clifton, building, near Sea Rock Alley, Block 1 Clifton, Karachi",3.9,70,24.8130708,67.0056159,ChIJy_GQxHE9sz4RP71ScYjwMaw,restaurant_images/ChIJy_GQxHE9sz4RP71ScYjwMaw.jpg
Shahi Khyber Shinwari & Barbeque Restaurant,"R274+76Q, Block 1 Clifton, Karachi",4.2,287,24.8132182,67.0056062,ChIJeSu3RY89sz4RPgFoc828IVE,restaurant_images/ChIJeSu3RY89sz4RPgFoc828IVE.jpg
Pizza Plus,"Shop#7 B, 66, Block 1 Clifton, Karachi",,,24.8155708,67.0003111,ChIJ-zQPDgA9sz4Rpga37LGAsBI,restaurant_images/ChIJ-zQPDgA9sz4Rpga37LGAsBI.jpg
"Babu Fries, Burger & Rolls","no. 4, Ruby Beach Pride, Babu Food Point, L, near The Palm Banquet and, 1189, Block-1 Shireen Jinnah Colony Clifton, Karachi",5,2,24.814449,66.9951453,ChIJKaNnutEXsz4RQAkLKsf_z-Y,restaurant_images/ChIJKaNnutEXsz4RQAkLKsf_z-Y.jpg
Al Noor Biryani Cafe kimari,"Plot No A-24 BLK-01, Clifton, Karachi",5,2,24.8175781,66.9987454,ChIJD5d3JFEXsz4RBo00qyVtzMI,restaurant_images/ChIJD5d3JFEXsz4RBo00qyVtzMI.jpg
Bismillah biryani center,"near meezan bank, Muhammadi chock, near meezan bank, Shireen Jinnah Colony, Karachi",,,24.8177761,67.0027985,ChIJUxG3FqI9sz4RPVobCEHi6as,restaurant_images/ChIJUxG3FqI9sz4RPVobCEHi6as.jpg
Special Salateen Hotel and BBQ,"RX9X+4M2, Block 1 Clifton, Karachi",4,179,24.8177636,66.9991449,ChIJW9ZGEIo9sz4RT88NUGr157g,restaurant_images/ChIJW9ZGEIo9sz4RT88NUGr157g.jpg
